ano_lancamento,mes_seno,mes_cos,duracao,orcamento,media_elenco,media_direcao,mediana_elenco,mediana_direcao,Drama,Mystery,Action,Family,Documentary,Crime,Romance,War,Comedy,Fantasy,Adventure,Thriller,Science Fiction,Western,History,Horror,Animation,Music,TV Movie,log_receita
2018,1.0,6.123233995736766e-17,140,30000000.0,6.872777777777777,7.0,7.0,7.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18.02542177056883
2016,1.0,6.123233995736766e-17,99,3500000.0,6.732407407407408,6.75,7.0,6.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.956470394461476
2021,0.49999999999999994,-0.8660254037844387,117,3400000.0,6.99712962962963,7.0,7.15,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.185606317230285
2014,1.2246467991473532e-16,-1.0,112,50000000.0,6.661962081128747,7.3,6.9375,7.3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19.142402934781988
2018,-0.4999999999999997,-0.8660254037844388,118,130000000.0,6.6239748677248675,6.8,6.76875,6.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.076335941711182
2015,-0.4999999999999997,-0.8660254037844388,101,10000000.0,6.867665343915344,7.333333333333333,7.0,7.333333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.917899613706496
2011,1.0,6.123233995736766e-17,106,50200000.0,6.882280701754385,7.15,7.0,7.15,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,18.006831564094735
2022,-0.8660254037844386,0.5000000000000001,154,139800000.0,6.978888888888889,7.5,7.0,7.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.39615811083042
2018,-0.5000000000000004,0.8660254037844384,112,175000000.0,6.892200854700855,7.35,7.0,7.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,19.91296365582769
2016,0.8660254037844387,-0.4999999999999998,148,13000000.0,6.492895622895623,7.0,6.429166666666667,7.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18.60816599551591
2019,1.0,6.123233995736766e-17,107,125000000.0,6.948148148148148,6.75,7.0,6.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,20.24854638031201
2018,-0.8660254037844384,-0.5000000000000004,99,105800000.0,6.477480158730159,7.0,6.433333333333334,7.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20.144403029536193
2015,0.8660254037844387,-0.4999999999999998,123,34000000.0,6.871666666666666,6.966666666666666,7.0,6.966666666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.59974608424639
2013,-1.0,-1.8369701987210297e-16,97,5000000.0,6.8027022417154,7.2,7.0,7.2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15.488857846297158
2022,0.49999999999999994,0.8660254037844387,173,73801827.0,6.949999999999999,6.45,7.0,6.45,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.851499658701968
2010,-0.8660254037844386,0.5000000000000001,95,1987650.0,6.952578347578348,6.6,7.0,6.6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.16478602825639
2017,0.49999999999999994,-0.8660254037844387,126,37500000.0,6.676851851851851,6.6,7.0,6.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.443336303980207
2012,0.49999999999999994,0.8660254037844387,92,60000000.0,6.75216049382716,6.85,7.0,6.85,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,17.905422307933776
2014,0.8660254037844386,0.5000000000000001,106,10000000.0,6.859264346764347,6.483333333333333,7.0,6.483333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.646817518982314
2022,0.49999999999999994,-0.8660254037844387,97,116500000.0,6.875,6.35,7.0,6.35,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,20.68005868481671
2022,-0.4999999999999997,-0.8660254037844388,115,116200000.0,6.848888888888889,7.0,7.0,7.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20.353237200039036
2014,0.8660254037844386,0.5000000000000001,125,20000000.0,6.704861111111111,6.875,6.9875,6.875,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.52191983319733
2011,-0.8660254037844386,0.5000000000000001,92,12200120.0,6.8133026695526695,7.166666666666667,7.0,7.166666666666667,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.18895393459136
2021,-0.8660254037844386,0.5000000000000001,107,30511197.0,6.881851851851852,7.016666666666667,7.0,7.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17.921322814113196
2015,-0.8660254037844386,0.5000000000000001,119,11900000.0,6.697685185185185,7.0,7.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.6375012850754
2010,-2.4492935982947064e-16,1.0,97,15000000.0,6.757624643874643,7.0,7.0,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.410761003143634
2015,0.8660254037844387,-0.4999999999999998,110,14000000.0,6.8587037037037035,7.0,7.0,7.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14.730709935907623
2017,0.8660254037844386,0.5000000000000001,116,5741614.0,7.0055555555555555,7.4,7.0,7.4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.994884685923374
2011,0.49999999999999994,-0.8660254037844387,112,18000000.0,6.858333333333333,7.0,7.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.016211571175234
2014,-0.5000000000000004,0.8660254037844384,107,15000000.0,6.979960317460318,7.0,7.0,7.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.548068900008067
2019,-2.4492935982947064e-16,1.0,107,52000000.0,6.919907407407408,7.0,7.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.856930077013736
2021,-0.4999999999999997,-0.8660254037844388,115,103040000.0,6.967592592592592,7.0,7.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.83775592151526
2019,-1.0,-1.8369701987210297e-16,97,75000000.0,6.985555555555555,7.0,7.0,7.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,18.92447479881647
2018,-0.8660254037844386,0.5000000000000001,116,44005000.0,7.0,6.8,7.0,6.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.160170945454055
2017,0.49999999999999994,-0.8660254037844387,127,20000000.0,6.889490740740741,6.04,7.0,6.04,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.872453986216527
2015,-2.4492935982947064e-16,1.0,88,99000000.0,7.0,7.0,7.0,7.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18.9657742922713
2018,-0.8660254037844386,0.5000000000000001,116,3000000.0,6.993650793650795,7.0,7.0,7.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.687935100629437
2020,0.8660254037844386,0.5000000000000001,100,145400000.0,6.797916666666667,7.0,7.0,7.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.408700980672013
2013,-0.8660254037844386,0.5000000000000001,105,33000000.0,6.795942265795207,7.0,7.0,7.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.250920210767662
2015,-0.8660254037844386,0.5000000000000001,116,3196621.0,7.025,7.0,7.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.683164602447007
2015,0.8660254037844387,-0.4999999999999998,110,5000000.0,6.944444444444445,7.0,7.0,7.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16.457549929480454
2018,-0.5000000000000004,0.8660254037844384,104,157400000.0,6.634722222222222,6.85,6.675,6.85,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.92642819750801
2019,0.49999999999999994,0.8660254037844387,111,8120000.0,7.043055555555555,7.0,7.0,7.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.510009802923985
2010,-0.8660254037844386,0.5000000000000001,112,76000000.0,6.5026190476190475,7.0,6.595000000000001,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19.226037287711215
2015,0.49999999999999994,0.8660254037844387,105,36000000.0,6.871111111111111,7.0,7.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.500381438769516
2013,-0.8660254037844384,-0.5000000000000004,114,9250000.0,6.730555555555556,7.0,7.0,7.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18.830892515009253
2018,1.2246467991473532e-16,-1.0,98,33291535.2,7.038888888888889,7.449999999999999,7.0,7.449999999999999,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,16.956723175235165
2021,0.49999999999999994,-0.8660254037844387,106,61400000.0,6.997222222222223,7.0,7.0,7.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.06025152605278
2012,-1.0,-1.8369701987210297e-16,75,141800000.0,6.837254901960783,6.15,7.0,6.15,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19.69654213204676
2012,-0.8660254037844386,0.5000000000000001,109,8000000.0,6.673872053872054,7.716666666666666,6.93,7.716666666666666,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16.337889421219824
2016,0.8660254037844387,-0.4999999999999998,120,59700000.0,6.933888888888888,7.0,7.0,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19.553538452037095
2021,-0.5000000000000004,0.8660254037844384,103,118200000.0,7.0,7.0,7.0,7.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19.95294348154135
2022,0.49999999999999994,0.8660254037844387,91,6200000.0,6.828174603174604,6.15,6.9,6.15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.9506593715705
2021,1.2246467991473532e-16,-1.0,103,17000000.0,6.731693121693122,6.9799999999999995,6.9,6.9799999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18.899648710693796
2019,-0.8660254037844386,0.5000000000000001,95,6000000.0,6.834074074074075,6.366666666666667,6.9,6.366666666666667,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,17.723769488141215
2017,-2.4492935982947064e-16,1.0,119,90000000.0,6.6787193678641055,6.075,6.800000000000001,6.075,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,20.47712906887542
2022,0.49999999999999994,-0.8660254037844387,126,200000000.0,6.897486772486774,6.6,6.9,6.6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.736187298384163
2022,0.8660254037844386,0.5000000000000001,104,30408000.0,6.792592592592594,6.9,6.9,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.904141002070354
2019,0.49999999999999994,-0.8660254037844387,128,182000000.0,6.701701261701263,7.054545454545454,6.9,7.054545454545454,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,20.637772458410087
2019,0.49999999999999994,-0.8660254037844387,128,28000000.0,6.701701261701263,7.054545454545454,6.9,7.054545454545454,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19.907158199538433
2019,1.2246467991473532e-16,-1.0,128,182000000.0,6.834603174603176,7.054545454545454,6.9,7.054545454545454,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,20.637772458410087
2019,1.2246467991473532e-16,-1.0,128,28000000.0,6.834603174603176,7.054545454545454,6.9,7.054545454545454,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,19.907158199538433
2011,-0.4999999999999997,-0.8660254037844388,124,140000000.0,6.832518777518779,6.35,6.9,6.35,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.078227128213744
2015,-0.8660254037844386,0.5000000000000001,105,95000000.0,6.839417989417991,6.753333333333333,6.9,6.753333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,19.7398610457139
2015,-0.8660254037844386,0.5000000000000001,105,2900000.0,6.839417989417991,6.753333333333333,6.9,6.753333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,19.018347235344503
2015,1.0,6.123233995736766e-17,105,95000000.0,6.809835864170229,6.753333333333333,6.9,6.753333333333333,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.7398610457139
2015,1.0,6.123233995736766e-17,105,2900000.0,6.809835864170229,6.753333333333333,6.9,6.753333333333333,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.018347235344503
2015,-1.0,-1.8369701987210297e-16,105,95000000.0,6.767901234567902,6.753333333333333,6.9,6.753333333333333,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,19.7398610457139
2015,-1.0,-1.8369701987210297e-16,105,2900000.0,6.767901234567902,6.753333333333333,6.9,6.753333333333333,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,19.018347235344503
2015,-0.8660254037844386,0.5000000000000001,105,95000000.0,6.9444444444444455,6.753333333333333,6.9,6.753333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,19.7398610457139
2015,-0.8660254037844386,0.5000000000000001,105,2900000.0,6.9444444444444455,6.753333333333333,6.9,6.753333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,19.018347235344503
2015,-0.8660254037844386,0.5000000000000001,132,25000000.0,6.815123456790125,7.0200000000000005,6.9,7.0200000000000005,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.601212791723743
2015,-0.8660254037844386,0.5000000000000001,132,25000000.0,6.815123456790125,7.0200000000000005,6.9,7.0200000000000005,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.191695419549276
2015,0.49999999999999994,0.8660254037844387,132,25000000.0,6.786127450980393,7.0200000000000005,6.9,7.0200000000000005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16.601212791723743
2015,0.49999999999999994,0.8660254037844387,132,25000000.0,6.786127450980393,7.0200000000000005,6.9,7.0200000000000005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17.191695419549276
2015,1.2246467991473532e-16,-1.0,124,215000000.0,6.710537240537241,6.366666666666667,6.800000000000001,6.366666666666667,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,20.864504134849295
2012,-0.4999999999999997,-0.8660254037844388,106,50000000.0,6.481635802469136,6.433333333333334,6.487500000000001,6.433333333333334,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.542981911166244
2016,-1.0,-1.8369701987210297e-16,132,90000000.0,6.786322751322753,6.627272727272728,6.9,6.627272727272728,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18.633836518948975
2016,-0.4999999999999997,-0.8660254037844388,132,90000000.0,6.811111111111113,6.627272727272728,6.9,6.627272727272728,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18.633836518948975
2018,-0.8660254037844386,0.5000000000000001,100,37000000.0,6.7459523809523825,6.766666666666667,6.9,6.766666666666667,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.406957462784472
2016,0.49999999999999994,-0.8660254037844387,144,178000000.0,6.700095315904139,7.25,6.751666666666667,7.25,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,19.841740712987573
2018,0.49999999999999994,-0.8660254037844387,135,275000000.0,6.816203703703704,6.971428571428571,6.9,6.971428571428571,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.615751895445708
2022,1.0,6.123233995736766e-17,108,12000000.0,6.721886512180631,6.9,6.9,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19.353507382290278
2022,-0.8660254037844386,0.5000000000000001,135,50000000.0,6.662962962962963,6.800000000000001,6.9,6.800000000000001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.424659509645366
2013,-0.4999999999999997,-0.8660254037844388,131,190000000.0,6.377037037037038,6.925,6.40625,6.925,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.297617472480553
2012,-0.4999999999999997,-0.8660254037844388,136,220000000.0,6.796150793650794,6.85,6.875,6.85,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.852722321358467
2018,-2.4492935982947064e-16,1.0,120,30000000.0,6.7596753246753245,6.5,6.9,6.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19.113046732906966
2020,0.8660254037844387,-0.4999999999999998,109,30000000.0,6.6628835978835985,6.9,6.8500000000000005,6.9,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13.853038766951308
2018,-1.0,-1.8369701987210297e-16,97,2940457.0,6.751666666666668,6.5,6.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13.726731691695884
2013,-0.4999999999999997,-0.8660254037844388,91,24953000.0,6.736481481481482,7.890000000000001,6.9,7.890000000000001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.50182921396965
2011,0.8660254037844387,-0.4999999999999998,96,90000000.0,6.551527777777778,6.633333333333333,6.6,6.633333333333333,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,19.352516295383108
2021,-0.5000000000000004,0.8660254037844384,115,2500000.0,6.911111111111112,6.9,6.9,6.9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.9331954041583
2021,-0.8660254037844384,-0.5000000000000004,92,44000000.0,6.744718614718615,6.9,6.9,6.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.173773689509174
2014,0.49999999999999994,-0.8660254037844387,97,180000000.0,6.696421957671958,6.9,6.75,6.9,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19.97066760769778
2010,0.8660254037844387,-0.4999999999999998,124,170000000.0,6.886527777777778,7.061538461538461,6.9,7.061538461538461,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.539057649277648
2015,-1.0,-1.8369701987210297e-16,123,53000000.0,6.736171837421837,6.659999999999999,6.9,6.659999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18.03742785267539
2011,-0.8660254037844384,-0.5000000000000004,98,35000000.0,6.5364814814814824,6.033333333333334,6.6,6.033333333333334,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.521739525090705
2023,0.8660254037844387,-0.4999999999999998,111,264940000.0,6.840740740740742,6.9,6.9,6.9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.087198708860605
2016,-0.8660254037844384,-0.5000000000000004,139,50000000.0,6.72289886039886,6.8,6.9,6.8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.691240101337307
2013,-0.8660254037844384,-0.5000000000000004,109,20000000.0,6.692239278752437,7.25,6.9,7.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17.131813151490764
2016,-0.4999999999999997,-0.8660254037844388,97,3000000.0,6.618139730639731,7.35,6.9,7.35,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,15.30971940341018
2018,-0.8660254037844386,0.5000000000000001,112,3200000.0,6.668148148148149,6.9,6.9,6.9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,16.547668928169543
2018,-0.5000000000000004,0.8660254037844384,121,120000000.0,6.738819444444445,7.166666666666667,6.9,7.166666666666667,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-inf
2014,0.8660254037844386,0.5000000000000001,106,50000000.0,6.810725308641976,6.575,6.9,6.575,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.743677746894843
2011,0.8660254037844387,-0.4999999999999998,104,40000000.0,6.724305555555556,6.433333333333334,6.9,6.433333333333334,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,17.779909612014983
2015,-2.4492935982947064e-16,1.0,122,100000000.0,6.921533443408445,6.971428571428571,6.9,6.971428571428571,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,17.940343174726266
2012,-0.8660254037844386,0.5000000000000001,87,39000000.0,6.796957671957672,6.483333333333333,6.9,6.483333333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17.61849271701281
2017,-0.8660254037844384,-0.5000000000000004,118,30000000.0,6.610032051282051,6.225,6.686538461538461,6.225,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.78230836813842
2018,-0.8660254037844384,-0.5000000000000004,159,15000000.0,6.661029411764707,7.033333333333334,6.9,7.033333333333334,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13.226241786881836
2020,0.8660254037844387,-0.4999999999999998,95,65000000.0,6.82346539263206,6.9,6.9750000000000005,6.9,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,19.098994813643454
2019,0.8660254037844387,-0.4999999999999998,132,49000000.0,6.745061728395062,6.779999999999999,6.9,6.779999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19.14774652937592
2019,0.49999999999999994,-0.8660254037844387,109,47065698.6,6.904166666666668,6.9,6.9,6.9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.933901719149738
2020,0.49999999999999994,-0.8660254037844387,104,114140000.0,6.770370370370371,6.9,6.9,6.9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19.866817120462322
2018,-1.0,-1.8369701987210297e-16,117,10000000.0,6.906659544159544,6.9,6.9,6.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.716045796662925
2013,0.8660254037844386,0.5000000000000001,111,18000000.0,6.533217592592592,6.6,6.699999999999999,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.93154128882095
2021,-0.8660254037844386,0.5000000000000001,113,76000000.0,6.5026190476190475,6.659999999999999,6.595000000000001,6.659999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19.93407308076491
2018,0.8660254037844386,0.5000000000000001,122,38000000.0,6.845740740740742,6.9,6.9,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.325046075740804
2018,-2.4492935982947064e-16,1.0,111,95000000.0,6.853240740740741,6.9,6.9,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.64897942554177
2017,-1.0,-1.8369701987210297e-16,119,30000000.0,6.756984126984127,6.325,6.9,6.325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.781688599204397
2011,-0.8660254037844386,0.5000000000000001,92,175000.0,6.883333333333335,6.533333333333334,6.9,6.533333333333334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.906445175153452
2016,0.49999999999999994,-0.8660254037844387,119,9700000.0,6.919444444444445,7.0,6.9,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.59948460242918
2011,0.8660254037844386,0.5000000000000001,129,40000000.0,6.733333333333334,6.9,6.9,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.175015358645776
2010,-0.8660254037844386,0.5000000000000001,103,3500000.0,6.874305555555556,6.45,6.9,6.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.532912432341764
2013,-0.8660254037844384,-0.5000000000000004,106,9000000.0,7.0,6.875,7.0,6.875,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.088734446051538
2011,-0.5000000000000004,0.8660254037844384,99,10000000.0,6.822992424242425,7.24,6.9,7.24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.696596628666065
2010,-1.0,-1.8369701987210297e-16,97,100000000.0,6.838518518518518,6.614285714285714,6.9,6.614285714285714,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,18.04709168757916
2014,-0.8660254037844386,0.5000000000000001,112,5000000.0,6.644304538054538,6.550000000000001,6.862500000000001,6.550000000000001,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.234900996348893
2010,1.0,6.123233995736766e-17,106,4000000.0,6.745277777777779,6.9,6.9,6.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.987344553155722
2020,0.8660254037844387,-0.4999999999999998,95,60000000.0,6.6742592592592604,6.9,6.9,6.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.425073881403815
2022,0.49999999999999994,-0.8660254037844387,102,38000000.0,6.801289682539684,6.9,6.9,6.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,17.408111943808162
2020,-0.4999999999999997,-0.8660254037844388,101,6900000.0,6.875,6.6000000000000005,6.9,6.6000000000000005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.010266707185286
2019,-0.8660254037844384,-0.5000000000000004,118,15000000.0,6.943412698412699,6.9,6.9,6.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.582422892940617
2012,0.49999999999999994,-0.8660254037844387,96,35000000.0,6.67276455026455,6.5,6.9,6.5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18.784392381801077
2015,-0.8660254037844386,0.5000000000000001,106,14000000.0,6.852493191721133,6.9,6.9,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.078582575716673
2011,-0.5000000000000004,0.8660254037844384,129,2000000.0,6.780555555555556,6.65,6.9,6.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.737800511166654
2020,-0.8660254037844384,-0.5000000000000004,105,14479740.0,6.761111111111111,6.65,6.9,6.65,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.89344489401998
2014,-0.8660254037844386,0.5000000000000001,117,1000000.0,6.702962962962964,6.9,6.9,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.04716623166784
2019,1.0,6.123233995736766e-17,115,22400000.0,6.847222222222224,6.9,6.9,6.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.222360039772767
2012,-0.4999999999999997,-0.8660254037844388,96,26800000.0,6.962500000000001,6.880000000000001,6.9,6.9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.324627801670836
2023,0.8660254037844387,-0.4999999999999998,179,35000000.0,6.58537037037037,7.066666666666666,6.8,7.066666666666666,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,18.89395673539809
